date_time,Google,Twitter,Netflix,DailyMotion,Deezer
2019-05-22 09:42:00,1705024354.493886,234168295.48201734,903041346.7965256,205788536.9458683,667361466.7630861
2019-05-22 09:48:00,2049855866.6895227,209273584.88996148,1204102786.3379128,92265046.70409045,549157132.9500573
2019-05-22 09:54:00,2310568725.2230763,348464515.8380628,674193354.417122,35608120.33455484,667160218.7981431
2019-05-22 10:00:00,2107198114.4459357,231151050.5900704,927127476.7399523,71278189.61863121,528810145.7023401
2019-05-22 10:06:00,2448688525.820804,271361755.59610385,556552517.034143,95303162.11634888,422132951.43057185
2019-05-22 10:12:00,2190377453.71636,173350405.43245488,460582939.72820216,321003000.3482042,437509816.5794529
2019-05-22 10:18:00,2263222514.079656,163239493.92870325,411298090.70566446,124312534.75225848,366995254.20460266
2019-05-22 10:24:00,2117649062.1635962,198553621.30771044,546705974.6145406,191418803.56067258,712747839.431978
2019-05-22 10:30:00,1641546312.9746444,233290803.80456305,476313486.0591316,138039580.64336842,526068286.7644532
2019-05-22 10:36:00,1657663868.8472373,169619830.10068172,591167486.6370553,140386165.18074915,428065036.36934686
2019-05-22 10:42:00,1533332727.5834482,187653037.92904463,743593983.7000383,212945307.0159092,710303196.4358501
2019-05-22 10:48:00,1717241352.5295787,236731741.2162608,558099067.3122742,199417685.55281985,541507285.8320035
2019-05-22 10:54:00,1524338439.0084546,196415011.5937841,483061604.63575673,226972710.95215476,556513261.3532318
2019-05-22 11:00:00,1716239213.4335294,224097104.104686,711904319.4817575,265464137.07182223,600164342.7042698
2019-05-22 11:06:00,2013670316.2238612,294215277.14340734,739915808.349094,387194139.1978833,377031596.74954516
